IssueKey,AttributeKey,AttributeValue
a8c2b099-deb4-4413-9b4b-6100a9e84e18,1730315986077_textarea,"Dolores laboriosam harum fuga eius voluptatem rerum. Quibusdam voluptate veritatis rem.
Error dolor est deserunt quos. Velit fuga et non."
a8c2b099-deb4-4413-9b4b-6100a9e84e18,1731339395225_multiselect,[Internal Procedures]
a8c2b099-deb4-4413-9b4b-6100a9e84e18,1734610372276_textarea,"Est non doloremque asperiores. Tenetur deleniti consectetur dolorum voluptatem minus. Nobis nam aspernatur suscipit cum.
Nulla expedita ex nihil ratione tempore. Hic dolore hic quaerat dolorem libero. Laborum eveniet deleniti non quibusdam molestiae."
a8c2b099-deb4-4413-9b4b-6100a9e84e18,1735774477744_date,2026-01-02T00:00:00.000Z
a8c2b099-deb4-4413-9b4b-6100a9e84e18,1748214148099_multiselect,"[Technology, Financial Lost]"
e6797bf3-c27f-49a4-bf0e-0d07561e3049,1721572631488_text,Quas at ab similique.
e6797bf3-c27f-49a4-bf0e-0d07561e3049,1722440578673_textarea,Sequi rerum provident dignissimos quia quisquam. A occaecati pariatur numquam voluptatem.
e6797bf3-c27f-49a4-bf0e-0d07561e3049,1724996408390_select,Material Risk Event
e6797bf3-c27f-49a4-bf0e-0d07561e3049,1729616161078_textarea,"Expedita ad sint dignissimos sequi nesciunt saepe. Earum provident aliquid id magnam asperiores totam.
Rerum delectus rerum. Ad repudiandae ducimus iste iusto incidunt nulla.
Labore quaerat cupiditate ducimus unde beatae voluptatibus. Reiciendis minus blanditiis animi cum distinctio. Aliquam quisquam repellat modi deleniti aliquam. Rerum ullam nostrum quidem quibusdam."
e6797bf3-c27f-49a4-bf0e-0d07561e3049,1732707928380_multiselect,"[Client, External Parties, Manual Error]"
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1700689538700_text,Temporibus possimus exercitationem expedita architecto suscipit temporibus eum.
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1716749484521_multiselect,"[Near Lost, Internal Procedures, Technology]"
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1717907042783_multiselect,[Manual Error]
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1718820386180_text,Natus facere placeat qui aspernatur natus id.
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1729685322344_textarea,"Omnis voluptatem sit dicta officiis. Nesciunt adipisci est tempora eveniet.
Veniam magni distinctio consequatur officiis explicabo magni. Nemo deleniti sunt nam quisquam."
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1734429738169_select,No
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1740255175231_textarea,"Quae ipsa sunt dolorem. Consequatur repellendus pariatur. Perspiciatis rem praesentium quibusdam.
Labore distinctio totam facere nihil architecto vero. Iusto quo minima.
Illum cumque tempora recusandae id soluta. Nobis asperiores possimus corporis molestiae nisi tenetur."
4b9b7d2d-7d92-488c-b2aa-44b51f59867f,1741291581988_textarea,"Veniam sed ea recusandae. Beatae quos amet nisi qui consequuntur.
Deserunt laboriosam laborum dignissimos illo. Eveniet consectetur officiis.
Molestias corrupti ea occaecati ad. Maiores earum officiis."
408e9ddf-e8df-4f02-8be6-e3eee3062d6c,1700508614683_textarea,Minus dolor voluptate quae incidunt. Suscipit aut esse in doloremque.
408e9ddf-e8df-4f02-8be6-e3eee3062d6c,1743494424392_date,2026-01-02T00:00:00.000Z
408e9ddf-e8df-4f02-8be6-e3eee3062d6c,1746747260490_date,2026-01-02T00:00:00.000Z
408e9ddf-e8df-4f02-8be6-e3eee3062d6c,1749832781333_textarea,Adipisci voluptas natus esse. Nemo atque recusandae voluptatibus. Alias veritatis rem similique impedit error amet.
408e9ddf-e8df-4f02-8be6-e3eee3062d6c,1752203193091_textarea,"Repellendus ratione eos ullam molestias quisquam fugit eius. Fugiat iste sapiente eos.
Asperiores expedita rem voluptatem alias nemo corrupti. Enim eligendi consequuntur eveniet quibusdam repudiandae officiis."
408e9ddf-e8df-4f02-8be6-e3eee3062d6c,1758918922569_select,Standard Risk Event
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1705050889533_multiselect,"[Financial Lost, Internal Procedures, Client]"
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1712678560490_select,Standard Risk Event
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1717712424712_textarea,Nam at numquam sapiente ad itaque provident. Dolore occaecati maiores deserunt mollitia eaque cum ea. Incidunt qui rerum praesentium.
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1721204331486_select,TBA
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1734253813195_select,Near Miss
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1739619906872_select,Material Risk Event
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1742914220634_multiselect,[Near Lost]
a2ddcc8e-c48f-434b-bc4e-9d3a24bff612,1745202923655_text,Consequuntur aliquid dignissimos rerum cupiditate ad.
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1700199286496_select,TBA
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1704403996882_textarea,"Modi nam ratione natus. Enim repellat est accusamus dolor. Est placeat deserunt cupiditate.
Suscipit quibusdam enim tempore dolorem quam. A hic quidem reprehenderit."
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1704676482598_multiselect,[Technology]
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1704689090478_textarea,"Dicta nobis recusandae. Adipisci velit impedit velit et sint cum dicta.
Sint voluptates doloremque necessitatibus aliquid aspernatur aliquam. Optio ratione dignissimos eum ipsa debitis suscipit.
Ipsa nam vitae porro iste quibusdam. Magni quod ullam pariatur. At quos repudiandae quia vitae."
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1706774729158_date,2026-01-02T00:00:00.000Z
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1716686468438_date,2026-01-02T00:00:00.000Z
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1734089966588_text,Ab sit delectus accusamus eos accusamus aut voluptates eveniet.
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1736266241019_textarea,Non eos minus fuga deserunt distinctio at. Minima tempora reiciendis voluptatem. Quasi excepturi dolores veniam ex esse ad.
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1745492033052_textarea,"Quae ipsam sed doloribus. Consequuntur officiis perferendis beatae autem inventore inventore nostrum. Suscipit rerum ab dolorem dignissimos velit molestiae labore.
Consequatur accusamus animi qui. Quibusdam error nisi minima.
Possimus nihil temporibus laudantium."
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1745903412253_date,2026-01-02T00:00:00.000Z
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1751531200639_date,2026-01-02T00:00:00.000Z
6dbf61f5-961c-47d5-ae0d-fc9749d5c116,1753312439212_textarea,Ad odio cum distinctio quod sint eos. Reiciendis adipisci deleniti expedita hic dolore. Repellendus tempora voluptates.
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1704038783061_textarea,"In accusamus earum iure placeat. Placeat sapiente natus a maiores aspernatur magni.
Inventore qui et accusantium nisi. Tempora magni incidunt consequatur. Ex incidunt maiores enim dolores maxime saepe. Repudiandae assumenda cum repudiandae explicabo.
Asperiores repellat reiciendis. Saepe molestias eius aut autem occaecati. Cum error vel esse."
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1718504116207_date,2026-01-02T00:00:00.000Z
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1722154260627_textarea,Tenetur iusto asperiores laboriosam iusto iusto. Deleniti sit natus quia vel.
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1737930329393_textarea,"Velit praesentium enim delectus inventore eos. Porro tenetur inventore corrupti enim eligendi.
Natus suscipit sed adipisci deserunt ut commodi. Dolores modi aspernatur molestias doloremque quia veritatis. Sit dolores possimus aliquid id provident similique maxime. Excepturi suscipit autem repellendus omnis eligendi.
Voluptatem itaque sapiente dolore officia nobis molestias. Nostrum tempora reprehenderit magni officiis accusamus error."
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1749886435211_multiselect,[Near Lost]
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1755761875531_select,Material Risk Event
fb28db24-b9c3-48e8-8c09-1e81f836d3d6,1755929929508_multiselect,"[Internal Procedures, External Procedures, Near Lost]"
788a9135-9a68-4bfe-9599-eb524041a558,1702359515222_multiselect,[Manual Error]
788a9135-9a68-4bfe-9599-eb524041a558,1704248290969_select,Full Form
788a9135-9a68-4bfe-9599-eb524041a558,1704734384915_multiselect,[Near Lost]
788a9135-9a68-4bfe-9599-eb524041a558,1705161372804_select,Material Risk Event
788a9135-9a68-4bfe-9599-eb524041a558,1705321746397_date,2026-01-02T00:00:00.000Z
788a9135-9a68-4bfe-9599-eb524041a558,1709958096806_multiselect,"[Internal Procedures, External Parties]"
788a9135-9a68-4bfe-9599-eb524041a558,1715602587528_textarea,Praesentium commodi nam nisi. Recusandae enim iusto repudiandae tempore. Excepturi facere rem laborum velit neque ipsum cumque.
788a9135-9a68-4bfe-9599-eb524041a558,1716149099138_text,Ipsum numquam iste.
788a9135-9a68-4bfe-9599-eb524041a558,1716920845644_select,Standard Risk Event
788a9135-9a68-4bfe-9599-eb524041a558,1730962712165_text,Asperiores eaque.
788a9135-9a68-4bfe-9599-eb524041a558,1745598513756_select,TBA
788a9135-9a68-4bfe-9599-eb524041a558,1754752769793_textarea,"Et repellat dolorem placeat maiores deleniti. In tenetur natus perferendis dolor distinctio at. Qui quod consequuntur ex soluta laudantium qui fugiat. Aspernatur molestiae iste aliquid.
Rerum explicabo quibusdam occaecati tempore. Quia laboriosam non quod illum autem explicabo."
18fce605-4e11-4c28-b8a6-3f944d9c566f,1704208167104_multiselect,"[External Procedures, Manual Error]"
18fce605-4e11-4c28-b8a6-3f944d9c566f,1708687773816_textarea,Quis temporibus sunt odio unde. Consequatur dolor placeat debitis. Unde illum nobis molestias doloremque numquam.
18fce605-4e11-4c28-b8a6-3f944d9c566f,1712500135905_text,Mollitia nemo delectus doloribus similique iure id.
18fce605-4e11-4c28-b8a6-3f944d9c566f,1713081080855_text,Perspiciatis vel debitis quidem non voluptatum laboriosam et exercitationem.
18fce605-4e11-4c28-b8a6-3f944d9c566f,1720235091299_select,Near Miss
18fce605-4e11-4c28-b8a6-3f944d9c566f,1722812300280_textarea,Perferendis blanditiis reiciendis deserunt a quas quae. Odio architecto odit harum dolore. Quas eaque aliquid at ullam saepe inventore. Quae quod dolorum architecto.
18fce605-4e11-4c28-b8a6-3f944d9c566f,1729826838679_select,Yes
18fce605-4e11-4c28-b8a6-3f944d9c566f,1736229625005_select,Standard Risk Event
18fce605-4e11-4c28-b8a6-3f944d9c566f,1738218619238_multiselect,"[Near Lost, External Parties, External Procedures]"
18fce605-4e11-4c28-b8a6-3f944d9c566f,1753943743527_text,Eum velit quia recusandae et.
18fce605-4e11-4c28-b8a6-3f944d9c566f,1757072107822_date,2026-01-02T00:00:00.000Z
39770876-4c30-4cd7-9669-3bb8cf5daecb,1710230789491_select,Short Form
39770876-4c30-4cd7-9669-3bb8cf5daecb,1711320933318_date,2026-01-02T00:00:00.000Z
39770876-4c30-4cd7-9669-3bb8cf5daecb,1719425016420_text,Minima necessitatibus voluptatum quo distinctio omnis vitae quia.
39770876-4c30-4cd7-9669-3bb8cf5daecb,1729588272513_date,2026-01-02T00:00:00.000Z
39770876-4c30-4cd7-9669-3bb8cf5daecb,1732959464206_select,Standard Risk Event
39770876-4c30-4cd7-9669-3bb8cf5daecb,1736708772416_multiselect,[External Parties]
3ac03d1c-daa9-49e9-8247-9e0845589a72,1712277732756_multiselect,[Near Lost]
3ac03d1c-daa9-49e9-8247-9e0845589a72,1716336878522_textarea,"Quasi facilis a repellendus magnam vitae ipsa. Debitis sit provident recusandae blanditiis.
Aliquam rem quas ab accusamus nulla voluptates. Voluptas voluptatum doloribus.
Officiis voluptas voluptates voluptates laudantium maiores temporibus. Velit voluptatem quo tenetur."
3ac03d1c-daa9-49e9-8247-9e0845589a72,1733626791014_text,Minus sit assumenda nostrum praesentium voluptate asperiores.
3ac03d1c-daa9-49e9-8247-9e0845589a72,1747618569371_textarea,"Blanditiis earum iste consequuntur nostrum repellendus. Saepe laborum veritatis commodi ex cum corporis. Enim minus cum enim delectus.
Ea odio eum eligendi nihil. Vel aliquid eos quaerat quam. Deserunt quasi labore aut."
3ac03d1c-daa9-49e9-8247-9e0845589a72,1748970866874_date,2026-01-02T00:00:00.000Z
3ac03d1c-daa9-49e9-8247-9e0845589a72,1756562692137_multiselect,[Financial Lost]
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1706882416852_text,Officiis dolores aliquam commodi quas dolor recusandae similique tempore.
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1713351899245_select,No
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1715482092876_textarea,Ipsum natus suscipit dolore quo ipsa laudantium. Alias tempore repellat explicabo natus molestias.
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1738333509817_multiselect,"[External Parties, Technology, Financial Lost]"
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1745136895019_select,Material Risk Event
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1756032337225_textarea,"Repudiandae ullam natus aspernatur. Voluptatem esse molestiae magni delectus. Temporibus tempora cupiditate debitis odit et blanditiis delectus.
Dolore adipisci iusto at culpa reprehenderit impedit. Nobis pariatur asperiores nemo ut. Consequuntur voluptatum odit nesciunt maiores nostrum ipsum.
Quis enim adipisci exercitationem aliquid. Consectetur distinctio repellendus error dolores fuga natus."
d4bb25f9-ad9e-49fa-8f7e-63a65d40665a,1759315582818_multiselect,"[Client, External Parties, Technology]"
327ae5d8-ac72-457f-92f7-cf086e175b0f,1706085951545_multiselect,[Manual Error]
327ae5d8-ac72-457f-92f7-cf086e175b0f,1721143166051_select,Full Form
327ae5d8-ac72-457f-92f7-cf086e175b0f,1754603380692_textarea,Quas minima qui nesciunt tenetur aut laboriosam modi. Eum perferendis nulla et.
327ae5d8-ac72-457f-92f7-cf086e175b0f,1757108217659_select,TBA
92b2ab2b-0ea6-46c0-a08c-1abe4c34b422,1703624793504_date,2026-01-02T00:00:00.000Z
92b2ab2b-0ea6-46c0-a08c-1abe4c34b422,1709959643777_text,At quaerat iste fugiat tempore similique et incidunt rem laborum qui iusto.
92b2ab2b-0ea6-46c0-a08c-1abe4c34b422,1724897585869_date,2026-01-02T00:00:00.000Z
92b2ab2b-0ea6-46c0-a08c-1abe4c34b422,1737352831406_select,Standard Risk Event
92b2ab2b-0ea6-46c0-a08c-1abe4c34b422,1749225277298_textarea,Libero iure sunt. Qui accusamus placeat perferendis. A iusto unde fugit sequi a.
92b2ab2b-0ea6-46c0-a08c-1abe4c34b422,1758037553124_date,2026-01-02T00:00:00.000Z
69db151b-a122-4bb4-a97b-cae0fdec88d6,1700718218536_date,2026-01-02T00:00:00.000Z
69db151b-a122-4bb4-a97b-cae0fdec88d6,1705623850283_text,Cumque cumque.
69db151b-a122-4bb4-a97b-cae0fdec88d6,1711371945275_date,2026-01-02T00:00:00.000Z
69db151b-a122-4bb4-a97b-cae0fdec88d6,1718011183185_textarea,"Nemo quo quos provident eligendi autem occaecati. Ratione facere et facilis animi iusto officia. Iste molestiae quaerat ea molestias autem delectus.
Sapiente eveniet necessitatibus eligendi explicabo incidunt. Labore voluptate tempore dolorem corporis quia. Doloribus dolores vitae magni iste incidunt ab. Neque reiciendis magnam libero velit suscipit."
69db151b-a122-4bb4-a97b-cae0fdec88d6,1723544519093_multiselect,"[External Parties, Manual Error, Internal Procedures]"
69db151b-a122-4bb4-a97b-cae0fdec88d6,1726936401057_text,Magnam dicta quisquam maiores debitis necessitatibus.
69db151b-a122-4bb4-a97b-cae0fdec88d6,1735476497649_select,Standard Risk Event
09d5efd5-2a02-457b-9f7a-4ba29f53073a,1704650977425_date,2026-01-02T00:00:00.000Z
09d5efd5-2a02-457b-9f7a-4ba29f53073a,1712070009392_text,Veritatis quae earum ex sunt distinctio dolore.
09d5efd5-2a02-457b-9f7a-4ba29f53073a,1712984692998_select,TBA
09d5efd5-2a02-457b-9f7a-4ba29f53073a,1729443392118_multiselect,"[Technology, Manual Error, External Procedures]"
09d5efd5-2a02-457b-9f7a-4ba29f53073a,1738836005689_date,2026-01-02T00:00:00.000Z
09d5efd5-2a02-457b-9f7a-4ba29f53073a,1751184915836_multiselect,"[Financial Lost, Client, Manual Error]"
7e9f4fae-1779-4876-9ef0-3e93125738d5,1707898317710_select,TBA
7e9f4fae-1779-4876-9ef0-3e93125738d5,1733605282328_text,Commodi asperiores iure ex quam quos quod.
7e9f4fae-1779-4876-9ef0-3e93125738d5,1733768491261_textarea,"Quasi perspiciatis animi nostrum earum debitis corporis. Magnam vero consectetur facere maiores.
Magni ipsam corporis deserunt ad debitis ipsum. Aperiam cum laborum cupiditate. Cupiditate consequuntur libero eveniet ducimus dolore."
7e9f4fae-1779-4876-9ef0-3e93125738d5,1737912379372_textarea,"Aliquid rerum minus. Eligendi sint blanditiis assumenda.
Repudiandae exercitationem nemo. Ut suscipit perferendis modi."
7e9f4fae-1779-4876-9ef0-3e93125738d5,1742779731137_textarea,"Facere doloribus dicta dignissimos. Asperiores quo quisquam quam quis. Fuga fuga ipsa blanditiis velit illum accusantium.
Ab impedit cum dicta fugit voluptas. Quod sit similique aliquam nam. Cumque sint numquam ipsa voluptate placeat similique.
Atque soluta neque saepe provident totam corrupti. Nesciunt nesciunt sint illo rem reiciendis dolorem. Accusamus officia natus fugiat odit quisquam animi quasi."
7e9f4fae-1779-4876-9ef0-3e93125738d5,1752073108941_select,TBA
c11cda06-18e7-44e1-9d0b-509f1d07d099,1719597504782_textarea,"Dolorum blanditiis veritatis blanditiis facere. Ratione repudiandae ab possimus incidunt esse aspernatur.
Earum saepe quod numquam.
Veniam repellat iure quibusdam nulla. Perferendis fugit debitis impedit illum veritatis nam."
c11cda06-18e7-44e1-9d0b-509f1d07d099,1731067666973_multiselect,"[Manual Error, Technology, Financial Lost]"
c11cda06-18e7-44e1-9d0b-509f1d07d099,1733406834257_text,Et ipsam.
c11cda06-18e7-44e1-9d0b-509f1d07d099,1737813768732_select,Full Form
c11cda06-18e7-44e1-9d0b-509f1d07d099,1741333642155_date,2026-01-02T00:00:00.000Z
a7cb624e-c752-4874-a381-8c569717403e,1700726498151_select,Standard Risk Event
a7cb624e-c752-4874-a381-8c569717403e,1704187769460_textarea,"Distinctio consequuntur reiciendis beatae facilis vero aspernatur. Optio amet dolorem quisquam reprehenderit. Nesciunt provident nesciunt ea facere.
Placeat exercitationem explicabo aliquid iusto dolorum.
Veniam facilis commodi dolores tempora. Nemo quibusdam fugiat perspiciatis. Expedita voluptatem illo dolores voluptatem vitae. Placeat temporibus tempora consectetur tempore illo dolorem."
a7cb624e-c752-4874-a381-8c569717403e,1709664642747_text,Deleniti ea.
a7cb624e-c752-4874-a381-8c569717403e,1717719120245_text,Aut rem totam laudantium nostrum nam deserunt nesciunt maiores.
a7cb624e-c752-4874-a381-8c569717403e,1718026108192_multiselect,"[Near Lost, Manual Error, Client]"
a7cb624e-c752-4874-a381-8c569717403e,1724437873872_date,2026-01-02T00:00:00.000Z
a7cb624e-c752-4874-a381-8c569717403e,1725118717303_textarea,"Atque non ducimus error. Numquam perferendis distinctio soluta. Temporibus est eius nam iure necessitatibus nesciunt incidunt.
Autem molestias expedita laborum. Recusandae autem adipisci saepe neque minima non esse. Quam accusamus dolorem magnam blanditiis.
Pariatur ratione consequuntur veniam."
a7cb624e-c752-4874-a381-8c569717403e,1726135153496_select,TBA
a7cb624e-c752-4874-a381-8c569717403e,1739614474353_date,2026-01-02T00:00:00.000Z
a7cb624e-c752-4874-a381-8c569717403e,1748376891656_textarea,"Odio eum eius occaecati nisi mollitia. Iusto ab fugiat non minus sit.
Deserunt sunt laboriosam assumenda veniam ad non. Iure eum iste. Dolor recusandae ipsam iusto nisi similique.
Rem laboriosam libero harum. Sint pariatur officiis debitis distinctio harum."
a7cb624e-c752-4874-a381-8c569717403e,1753983125466_multiselect,[External Procedures]
a7cb624e-c752-4874-a381-8c569717403e,1757146493197_date,2026-01-02T00:00:00.000Z
608fdacb-7793-447f-a45c-e19544df86b0,1700642291057_multiselect,"[Manual Error, Financial Lost]"
608fdacb-7793-447f-a45c-e19544df86b0,1714073218427_textarea,"Occaecati ab exercitationem culpa eaque. Explicabo voluptas ipsam. Praesentium neque fugit quaerat voluptate beatae maxime modi.
Inventore facilis natus omnis nobis occaecati. Dignissimos natus iusto ad sunt. Facilis voluptas quod qui placeat. Cum officia beatae animi."
608fdacb-7793-447f-a45c-e19544df86b0,1716039074395_multiselect,"[External Parties, Internal Procedures]"
608fdacb-7793-447f-a45c-e19544df86b0,1724111456366_text,Aliquam blanditiis non saepe impedit quod possimus voluptatibus natus sunt totam ab.
608fdacb-7793-447f-a45c-e19544df86b0,1726436823127_textarea,"Provident repellendus placeat nostrum temporibus nostrum. Eos officiis labore eos voluptates laborum suscipit. Repudiandae est sunt est quod cumque quis. Iure corporis accusamus atque magni libero facilis.
Porro accusamus rerum odio. Unde nostrum minima. Vero iure iure eligendi perferendis cumque incidunt."
608fdacb-7793-447f-a45c-e19544df86b0,1731074140034_date,2026-01-02T00:00:00.000Z
608fdacb-7793-447f-a45c-e19544df86b0,1732350111837_select,No
608fdacb-7793-447f-a45c-e19544df86b0,1737112684116_multiselect,"[Manual Error, External Parties, Client]"
608fdacb-7793-447f-a45c-e19544df86b0,1743526624311_multiselect,"[Client, Near Lost]"
608fdacb-7793-447f-a45c-e19544df86b0,1758674964832_text,Distinctio iste.
78a03c1f-9824-41ec-8766-c48a8c830d73,1703718081007_select,TBA
78a03c1f-9824-41ec-8766-c48a8c830d73,1707521769626_multiselect,"[Client, Near Lost, Manual Error]"
78a03c1f-9824-41ec-8766-c48a8c830d73,1710410968135_text,Ut repudiandae similique optio quibusdam praesentium voluptatem hic aperiam.
78a03c1f-9824-41ec-8766-c48a8c830d73,1719889973032_select,No
78a03c1f-9824-41ec-8766-c48a8c830d73,1724905877946_date,2026-01-02T00:00:00.000Z
78a03c1f-9824-41ec-8766-c48a8c830d73,1729813948901_text,Iure officiis repellendus.
78a03c1f-9824-41ec-8766-c48a8c830d73,1730819237893_text,Corporis expedita laudantium.
78a03c1f-9824-41ec-8766-c48a8c830d73,1743701302668_text,Numquam aut repellendus inventore ducimus.
7ec7d5e5-fe89-41e9-a7f7-39c582e723a0,1712158491915_date,2026-01-02T00:00:00.000Z
7ec7d5e5-fe89-41e9-a7f7-39c582e723a0,1723631342541_multiselect,[External Procedures]
7ec7d5e5-fe89-41e9-a7f7-39c582e723a0,1736860797731_textarea,Impedit exercitationem quos cumque tempora omnis. Ipsa eius eos repellendus expedita harum sint.
7ec7d5e5-fe89-41e9-a7f7-39c582e723a0,1742279692716_date,2026-01-02T00:00:00.000Z
7ec7d5e5-fe89-41e9-a7f7-39c582e723a0,1745981540589_date,2026-01-02T00:00:00.000Z
7ec7d5e5-fe89-41e9-a7f7-39c582e723a0,1754136558121_text,Sequi voluptas magnam optio a vero.
ed0dd99c-a357-4406-8713-216a01f1d18f,1700220558931_textarea,"Quisquam repudiandae dolores hic facere voluptas possimus. Eveniet corporis repudiandae libero ad culpa quo temporibus. Aliquid perferendis natus.
Quidem modi saepe incidunt. Aut fuga iusto rerum aliquam.
Suscipit eveniet facilis explicabo odit accusamus aperiam eaque. Magnam ea necessitatibus hic perferendis quis. Quisquam minus provident."
ed0dd99c-a357-4406-8713-216a01f1d18f,1706834146198_date,2026-01-02T00:00:00.000Z
ed0dd99c-a357-4406-8713-216a01f1d18f,1712846816045_multiselect,"[Internal Procedures, External Procedures]"
ed0dd99c-a357-4406-8713-216a01f1d18f,1721530935836_select,Full Form
ed0dd99c-a357-4406-8713-216a01f1d18f,1731259318490_multiselect,"[Financial Lost, Technology, Client]"
ed0dd99c-a357-4406-8713-216a01f1d18f,1737838984412_select,Short Form
ed0dd99c-a357-4406-8713-216a01f1d18f,1742230397573_select,Standard Risk Event
ed0dd99c-a357-4406-8713-216a01f1d18f,1747765589609_select,Yes
ed0dd99c-a357-4406-8713-216a01f1d18f,1752734302688_textarea,Dignissimos animi enim possimus cum molestiae. Molestiae animi officia reprehenderit non. Rem culpa pariatur laborum adipisci velit exercitationem.
ed0dd99c-a357-4406-8713-216a01f1d18f,1756629572730_text,Similique et maxime ipsum natus sequi tempora eligendi ratione velit architecto odit nulla dolores debitis exercitationem.
ed0dd99c-a357-4406-8713-216a01f1d18f,1758319934973_text,Harum nulla molestiae dolorem perspiciatis totam.
54629b2c-4826-4c1f-97f6-835b57830520,1706628324515_date,2026-01-02T00:00:00.000Z
54629b2c-4826-4c1f-97f6-835b57830520,1719318019586_text,Quae maxime provident commodi nisi laborum.
54629b2c-4826-4c1f-97f6-835b57830520,1724236963229_date,2026-01-02T00:00:00.000Z
54629b2c-4826-4c1f-97f6-835b57830520,1741304745988_select,Short Form
5c7f72ec-2f23-49fa-870c-203fcc5fe4b1,1706612469714_text,Id minima cum nobis doloremque veritatis perspiciatis.
5c7f72ec-2f23-49fa-870c-203fcc5fe4b1,1720634538946_textarea,"Provident ratione ab deserunt odio. Natus aut recusandae iure non fuga aliquam quidem.
Minus accusantium itaque reiciendis quod libero. Quisquam animi cupiditate nam omnis laboriosam."
5c7f72ec-2f23-49fa-870c-203fcc5fe4b1,1736970504226_select,Yes
5c7f72ec-2f23-49fa-870c-203fcc5fe4b1,1744939011482_select,Near Miss
5c7f72ec-2f23-49fa-870c-203fcc5fe4b1,1756876932831_date,2026-01-02T00:00:00.000Z
5c7f72ec-2f23-49fa-870c-203fcc5fe4b1,1758655131197_textarea,"Velit aperiam aut fuga. Placeat minus possimus dolores labore. Delectus dignissimos earum perferendis animi unde sequi voluptates.
Explicabo accusamus accusamus ipsum quos sequi. Expedita distinctio suscipit similique magnam. Aliquid repellat reprehenderit quod numquam quaerat iste."
2f9fd07f-1e88-4c30-998c-997967ab55ce,1711539839355_select,TBA
2f9fd07f-1e88-4c30-998c-997967ab55ce,1717728440109_multiselect,[External Procedures]
2f9fd07f-1e88-4c30-998c-997967ab55ce,1721011092967_text,Culpa eum porro.
2f9fd07f-1e88-4c30-998c-997967ab55ce,1726468436089_text,Culpa dignissimos ab molestias accusamus repellat culpa.
2f9fd07f-1e88-4c30-998c-997967ab55ce,1728270432505_textarea,Repellat consequuntur labore facere. Totam nulla quam fugiat omnis.
2f9fd07f-1e88-4c30-998c-997967ab55ce,1735793799012_textarea,"Architecto eum ad occaecati fugit distinctio provident. Repellendus omnis quibusdam recusandae.
Quas est autem labore soluta. Quasi voluptatum debitis aspernatur nemo.
Aspernatur architecto dignissimos quasi ipsum rem recusandae. Quis impedit quo et autem esse."
2f9fd07f-1e88-4c30-998c-997967ab55ce,1750713274215_textarea,Dolores asperiores culpa officia quasi fugiat alias. Alias odit repudiandae veniam modi aperiam quasi. Nisi dignissimos distinctio sequi unde possimus quae.
a599e2ba-eb67-4762-8987-3ea189f8a509,1701158639182_text,Ipsa vero illo atque similique perferendis.
a599e2ba-eb67-4762-8987-3ea189f8a509,1712824780125_select,TBA
a599e2ba-eb67-4762-8987-3ea189f8a509,1714331639050_textarea,Quia minus vero praesentium delectus repudiandae officiis. Vitae doloribus dolor vitae.
a599e2ba-eb67-4762-8987-3ea189f8a509,1715666493881_select,No
a599e2ba-eb67-4762-8987-3ea189f8a509,1717241892936_text,Illo nihil.
a599e2ba-eb67-4762-8987-3ea189f8a509,1722858790032_select,Standard Risk Event
a599e2ba-eb67-4762-8987-3ea189f8a509,1726270363806_select,No
